STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72290023188,1/21/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",54.9,24,42.4,24,1019.1,24,18,24,8.7,24,3.2,24,11.1,999.9,61, ,45, ,0,G,999.9,0
72290023188,1/22/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",53,24,22.6,24,1021.3,24,20.4,24,9.8,24,5.8,24,14,999.9,63, ,39.9, ,0,G,999.9,0
72290023188,1/23/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",53.9,24,27.5,24,1024.2,24,23.2,24,9.7,24,2.9,24,9.9,999.9,66, ,42.1, ,0,G,999.9,0
72290023188,1/24/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",54.5,24,33,24,1021.9,24,20.9,24,10,24,4.1,24,9.9,999.9,66.9, ,44.1, ,0,G,999.9,0
72290023188,1/25/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.5,24,33,24,1020.7,24,19.7,24,9.5,24,2.6,24,8.9,999.9,75.9, ,45, ,0,G,999.9,0
72290023188,1/26/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.7,24,34.9,24,1017.6,24,16.7,24,9.7,24,4.1,24,9.9,999.9,75.9, ,48, ,0,G,999.9,0
72290023188,1/27/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.3,24,45.1,24,1019.5,24,18.5,24,10,24,4.9,24,8.9,999.9,62.1, ,48.9, ,0,G,999.9,0
72290023188,1/28/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",55,24,42.4,24,1019.4,24,18.5,24,9.6,24,4.5,24,8.9,999.9,61, ,51.1, ,0,G,999.9,0
72290023188,1/29/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",54.6,24,43.1,24,1018.1,24,17.1,24,9.8,24,3.3,24,11.1,999.9,61, ,46, ,0,G,999.9,0
72290023188,1/30/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",54,24,47.4,24,1016.3,19,15.5,24,8.4,24,4.8,24,9.9,999.9,61, ,48.9, ,0.13,G,999.9,10000
72290023188,1/31/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",53.4,24,45.8,24,1016,19,15,24,9.7,24,4.3,24,8,999.9,57.2,*,48.9,*,0.23,G,999.9,10000
72290023188,2/1/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",55.6,24,42.6,24,1016.2,24,15.2,24,10,24,6.5,24,9.9,999.9,59, ,48.9, ,0.11,G,999.9,10000
72290023188,2/2/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",54.8,24,41.5,24,1019.5,24,18.4,24,9.6,24,2.6,24,12,999.9,61, ,48, ,0,G,999.9,0
72290023188,2/3/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",54.4,24,44.2,24,1023.6,24,22.6,24,8,24,3.9,24,9.9,999.9,64.9, ,46, ,0,G,999.9,0
72290023188,2/4/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.3,24,40.5,24,1022.3,24,21.3,24,7.6,24,3.6,24,8.9,999.9,80.1, ,46, ,0,G,999.9,0
72290023188,2/5/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",62.6,24,35.6,24,1019.7,24,18.7,24,9.1,24,2.9,24,12,999.9,82.9, ,48, ,0,G,999.9,0
72290023188,2/6/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.9,24,48.1,24,1019.7,23,18.7,24,8.4,24,2.3,24,9.9,999.9,82.9, ,50, ,0,G,999.9,0
72290023188,2/7/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",53.8,24,47.8,24,1018.9,15,18.2,24,3.1,24,3.8,24,8,999.9,69.1, ,48, ,0,G,999.9,100000
72290023188,2/8/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",55,24,45.3,24,1019.5,24,18.5,24,4.5,24,3,24,8.9,999.9,66, ,46.9, ,0,G,999.9,0
72290023188,2/9/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.7,24,47.5,24,1020.8,23,19.8,24,4.5,24,3.4,24,9.9,999.9,66, ,48.9, ,0,G,999.9,0
72290023188,2/10/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.5,24,50.9,24,1018.8,21,18,24,5.4,24,5,24,14,18.1,64, ,52, ,0,G,999.9,0
72290023188,2/11/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.5,24,52.2,24,1016.7,18,15.6,24,7.3,24,5.4,24,12,999.9,63, ,54, ,0,G,999.9,10000
72290023188,2/12/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.2,24,48.5,24,1019.7,22,18.6,24,9,24,3.5,24,9.9,999.9,61, ,52, ,0.02,G,999.9,0
72290023188,2/13/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.6,24,45.7,24,1018.7,24,17.7,24,10,24,10.2,24,17.1,22,62.1, ,53.1, ,0,G,999.9,10000
72290023188,2/14/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.5,24,45.8,24,1021.7,24,20.5,24,9.3,24,5.2,24,15.9,999.9,64, ,51.1, ,0.01,G,999.9,0
72290023188,2/15/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.1,24,43.9,24,1026.3,24,25.4,24,9.7,24,3.8,24,9.9,999.9,66.9, ,51.1, ,0,G,999.9,0
72290023188,2/16/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.2,24,44.7,24,1024.9,24,23.9,24,9.6,24,4,24,9.9,999.9,71.1, ,51.1, ,0,G,999.9,0
72290023188,2/17/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.6,24,41.5,24,1019,24,18,24,9.9,24,2.7,24,8,999.9,81, ,53.1, ,0,G,999.9,0
72290023188,2/18/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.7,24,44.3,24,1014.9,21,13.8,24,9.8,24,4.2,24,14,999.9,81, ,55, ,0,G,999.9,0
72290023188,2/19/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.3,24,49.2,24,1012.3,15,11.6,24,8.1,24,12.5,24,22,27,66, ,52, ,0.08,G,999.9,10000
72290023188,2/20/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.3,24,48.7,24,1020.2,18,19,24,9.3,24,6.2,24,11.1,999.9,62.1, ,52, ,0.67,G,999.9,10000
72290023188,2/21/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",55.9,24,47.3,24,1021,23,20.3,24,9,24,3.5,24,9.9,999.9,63, ,50, ,0,G,999.9,0
72290023188,2/22/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.6,24,45.3,24,1018.4,21,17.4,24,10,24,5.5,24,9.9,999.9,63, ,51.1, ,0,G,999.9,0
72290023188,2/23/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",55.1,24,41.2,24,1018.4,23,17.3,24,9,24,10.9,24,17.1,21,59, ,50, ,0.14,G,999.9,10000
72290023188,2/24/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",52.9,24,35.7,24,1022.1,24,21.2,24,10,24,4.3,24,15,999.9,62.1, ,45, ,0.05,G,999.9,0
72290023188,2/25/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",53.6,24,40.3,24,1020.8,23,19.7,24,10,24,3.7,24,13,999.9,62.1, ,46, ,0,G,999.9,0
72290023188,2/26/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.2,24,45.7,24,1019.9,23,18.9,24,9.8,24,7.9,24,11.1,999.9,62.1, ,46.9, ,0,G,999.9,10000
72290023188,2/27/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.3,24,46.6,24,1018.2,21,17.4,24,9.6,24,7.4,24,15,21,59,*,51.8,*,0,G,999.9,10000
72290023188,2/28/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",52.9,24,37.8,24,1017.8,24,16.8,24,10,24,9.9,24,15,20,60.1, ,46.9, ,0.09,G,999.9,10000
72290023188,3/1/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",52.5,24,38.3,24,1020.4,24,19.4,24,9.7,24,5.6,24,14,999.9,59, ,46, ,0.06,G,999.9,0
72290023188,3/2/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",53.3,24,36.1,24,1020,24,18.9,24,9.9,24,4.6,24,12,999.9,64, ,45, ,0,G,999.9,0
72290023188,3/3/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.8,24,29.8,24,1021.6,24,20.6,24,10,24,3.5,24,11.1,999.9,75, ,46, ,0,G,999.9,0
72290023188,3/4/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",62.4,24,27.8,24,1021.9,24,20.9,24,10,24,3.7,24,8.9,999.9,75, ,48.9, ,0,G,999.9,0
72290023188,3/5/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.4,24,24.3,24,1018.7,24,17.7,24,10,24,3.5,24,11.1,999.9,78.1, ,52, ,0,G,999.9,0
72290023188,3/6/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.2,24,31.6,23,1018.7,24,17.7,24,9.9,24,2.7,24,8.9,999.9,78.1, ,55.9, ,0,G,999.9,0
72290023188,3/7/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64,24,49.8,24,1018.2,24,17.2,24,10,24,4.6,24,9.9,999.9,78.1, ,55.9, ,0,G,999.9,0
72290023188,3/8/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.5,24,50,24,1018.7,20,17.8,24,8.1,24,5,24,12,999.9,73, ,53.1, ,0,G,999.9,0
72290023188,3/9/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58,24,48.4,24,1018.7,24,17.7,24,9.2,24,5.5,24,13,18.1,68, ,53.1, ,0,G,999.9,0
72290023188,3/10/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.7,24,48.1,24,1017.1,21,16.3,24,6.4,24,5.1,24,11.1,18.1,62.6,*,53.1,*,0,G,999.9,0
72290023188,3/11/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",61,24,49.4,24,1016.6,24,15.6,24,5.4,24,3.2,24,8.9,999.9,75.9, ,53.1, ,0,G,999.9,0
72290023188,3/12/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68.3,24,41.5,24,1016.6,24,15.6,24,8.6,24,3.4,24,9.9,999.9,86, ,54, ,0,G,999.9,0
72290023188,3/13/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.2,24,41.4,24,1015.9,23,15,24,9.2,24,3.6,24,8.9,999.9,86, ,55.9, ,0,G,999.9,100000
72290023188,3/14/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.1,24,49.6,24,1019.5,24,18.6,24,7.3,24,4,24,8.9,14,66, ,54, ,0,G,999.9,0
72290023188,3/15/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.2,24,49.6,24,1017.3,23,16.4,24,6.8,24,4.6,24,11.1,999.9,64, ,54, ,0,G,999.9,0
72290023188,3/16/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.4,24,52,24,1016.9,20,16.1,24,4.6,24,6.6,24,13,999.9,63,*,53.6,*,0,G,999.9,0
72290023188,3/17/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57,24,51.8,24,1016.5,18,15.6,24,3.4,24,6.1,24,12,999.9,63, ,54, ,0,G,999.9,0
72290023188,3/18/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.4,24,49.2,24,1017.3,22,16.3,24,8.5,24,4.7,24,8,999.9,59, ,55, ,0,G,999.9,0
72290023188,3/19/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.1,24,49.5,24,1017.1,18,16.1,24,9.4,24,6.3,24,8,999.9,63, ,55, ,0,G,999.9,10000
72290023188,3/20/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.9,24,49.1,24,1018.3,22,17.3,24,10,24,5.8,24,14,999.9,63, ,57, ,0,G,999.9,0
72290023188,3/21/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57,24,47.7,24,1016.1,18,15.3,24,9.7,24,8,24,14,17.1,60.1,*,53.6,*,0.06,G,999.9,10000
72290023188,3/22/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56,24,42.7,24,1011.8,24,10.9,24,9.9,24,4.6,24,9.9,999.9,62.1, ,51.1, ,0.01,G,999.9,0
72290023188,3/23/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.9,24,50.9,24,1012.9,22,11.8,24,9.7,24,5.8,24,9.9,999.9,64, ,52, ,0.02,G,999.9,10010
72290023188,3/24/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",60.2,24,49.5,24,1017.8,22,16.6,24,9.7,24,5.7,24,9.9,999.9,66, ,55.9, ,0,G,999.9,0
72290023188,3/25/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.9,24,50.1,24,1019.7,22,18.8,24,9.5,24,5.1,24,12,999.9,66, ,55.9, ,0,G,999.9,0
72290023188,3/26/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.8,24,49.6,24,1019.2,24,18.2,24,9.7,24,5.9,24,12,999.9,64, ,57, ,0,G,999.9,0
72290023188,3/27/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.1,24,45.9,24,1018.6,22,17.6,24,9.7,24,12.1,24,25.1,31.1,61, ,55.9, ,0,G,999.9,10000
72290023188,3/28/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.1,24,39.3,24,1019.7,24,18.7,24,9.4,24,9.3,24,19,26,62.1, ,50, ,0,G,999.9,0
72290023188,3/29/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.1,24,40.4,24,1020.3,24,19.3,24,10,24,4.5,24,14,999.9,66, ,50, ,0,G,999.9,0
72290023188,3/30/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",61.1,24,40.4,24,1020.1,24,19.1,24,10,24,4.6,24,11.1,999.9,71.1, ,50, ,0,G,999.9,0
72290023188,3/31/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",60.7,24,40.9,24,1018.4,24,17.4,24,9.9,24,4.5,24,12,999.9,71.1, ,52, ,0,G,999.9,0
72290023188,4/1/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.9,24,49.5,24,1013.8,20,12.8,24,7.2,24,4.6,24,9.9,999.9,69.1, ,51.1, ,0,G,999.9,100000
72290023188,4/2/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.3,24,50.7,24,1014.7,24,13.7,24,8.1,24,5.1,24,8,999.9,64.9, ,53.1, ,0,G,999.9,0
72290023188,4/3/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.3,24,49.6,24,1017.5,23,16.5,24,8.9,24,5.6,24,9.9,999.9,63,*,55.4,*,0,G,999.9,0
72290023188,4/4/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.2,24,50.6,24,1017.7,23,16.8,24,7.9,24,4.6,24,9.9,999.9,64.9, ,55.9, ,0,G,999.9,0
72290023188,4/5/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.8,24,51.8,24,1015.5,24,14.5,24,6.9,24,4.8,24,9.9,999.9,64.9, ,57, ,0,G,999.9,0
72290023188,4/6/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.9,24,50.9,24,1014.1,23,13.2,24,9.2,24,5.2,24,9.9,999.9,64.9, ,57, ,0,G,999.9,0
72290023188,4/7/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.8,24,50.6,24,1014,21,13.1,24,10,24,6,24,9.9,999.9,63, ,57, ,0,G,999.9,0
72290023188,4/8/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.9,24,52.2,24,1014.1,20,13.2,24,8.8,24,6,24,11.1,999.9,62.1, ,57, ,0,G,999.9,10000
72290023188,4/9/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",60,24,52.4,24,1015.9,20,14.9,24,9.9,24,6.2,24,12,999.9,64, ,57.9, ,0,G,999.9,10000
72290023188,4/10/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",61,24,50.2,24,1016.3,24,15.4,24,10,24,6.4,24,11.1,18.1,66, ,57.9, ,0,G,999.9,0
72290023188,4/11/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",60.5,24,51.6,24,1015.1,23,14.2,24,8.4,24,7.3,24,11.1,999.9,64.9,*,57.2,*,0,G,999.9,0
72290023188,4/12/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.7,24,47.9,24,1013.2,18,12.4,24,9.1,24,9.3,24,19,27,64, ,57, ,0,G,999.9,10000
72290023188,4/13/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.1,24,43.5,24,1016.4,24,15.4,24,9.2,24,6,24,20,25.1,69.1, ,52, ,0,G,999.9,0
72290023188,4/14/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",61,24,42.6,24,1019.7,24,18.6,24,10,24,4.2,24,12,999.9,69.1, ,53.1, ,0,G,999.9,0
72290023188,4/15/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.7,24,45.1,24,1015.4,23,14.5,24,10,24,9.6,24,15,20,64.9, ,54, ,0,G,999.9,0
72290023188,4/16/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.5,24,45.8,24,1016.7,21,15.6,24,9.2,24,7.1,24,9.9,999.9,63, ,54, ,0,G,999.9,0
72290023188,4/17/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.1,24,48.3,24,1021.8,21,21,24,8.2,24,4.5,24,11.1,999.9,63, ,54, ,0,G,999.9,0
72290023188,4/18/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",58.3,24,45.8,24,1019.2,23,18.3,24,10,24,6.2,24,15,20,62.6,*,55,*,0,G,999.9,0
72290023188,4/19/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.5,24,40.8,24,1015.2,24,14.1,24,10,24,5.6,24,13,15.9,64.9, ,50, ,0,G,999.9,0
72290023188,4/20/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",56.7,24,44.5,24,1013.1,23,12.1,24,9.7,24,7.4,24,15.9,20,64.9, ,51.1, ,0,G,999.9,10000
72290023188,4/21/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",53.6,24,44.7,24,1016.8,22,15.8,24,9.9,24,4.8,24,11.1,999.9,62.1, ,50, ,0.38,G,999.9,10000
72290023188,4/22/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57,24,45.7,24,1018.7,23,17.7,24,10,24,4.8,24,11.1,999.9,63, ,50, ,0,G,999.9,0
72290023188,4/23/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",57.8,24,48,24,1018.2,16,17,24,9,24,7.2,24,11.1,999.9,63, ,52, ,0.08,G,999.9,10000
72290023188,4/24/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.3,24,48.4,24,1020.7,24,19.8,24,10,24,5.3,24,11.1,999.9,68, ,53.1, ,0.01,G,999.9,0
72290023188,4/25/07,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",62.5,24,49,24,1018,24,17,24,10,24,3.7,24,8.9,999.9,72, ,54, ,0,G,999.9,0
